ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
400668	101	N	4	85	68000	36.22	385.853	37.35512	-121.866967	1.002	ML	4	SR-130	E37P7	L4-N-37-101-03622		
400669	880	S	4	1	53000	28.65	38.877	37.774755	-122.232821	.405	ML	4	29th Ave.	E33FB	L4-S-33-880-02865		
400670	880	S	4	1		18.25	28.477	37.664733	-122.106795	.525	ML	5	West A St.	DT714	L5-S-33-880-01825		
400673	280	S	4	85	17610	8.31	9.692	37.329972	-122.013423	1.395	ML	4	Wolfe Road	E37BJ	L4-S-37-280-00831		
400674	880	N	4	1	26000	10.49	20.717	37.565692	-122.040628	.385	ML	4	SB Route 84 (Decoto Rd.)	E33GM	L4-N-33-880-01049		
400675	580	W	4	13	60620	2.31	66.057	37.921473	-122.336918	.985	ML	3	Regatta Blvd	DT121	L3-W-28-580-00231		
400676	280	N	4	75	67000	2.64	52.601	37.731577	-122.43422	.53	ML	4	San Jose Ave	DT008	L4-N-34-280-00264		
400677	85	N	4	85	17610	17.49	17.666	37.32001	-122.048757	2.07	ML	4	Stevens Creek Boulevard	E37DN	L4-N-37-085-01749		
400678	880	N	4	1	53000	27.53	37.757	37.764978	-122.217592	.615	ML	4	High St.	E33EZ	L4-N-33-880-02753		
400679	80	E	4	1	6000	5.09	10.4	37.856225	-122.300735	.38	ML	5	University Ave		L5-E-33-080-00509		
400680	92	W	4	81		7.93	8.656	37.512687	-122.330242	.995	ML	2	Plhms & Ralston	DT029	L2-W-35-092-00793		
400681	880	S	4	1	33000	15.50	25.727	37.629653	-122.083176	.425	ML	4	Tennyson Rd.	DTA32	L4-S-33-880-01550		
400682	880	N	4	1	53000	29.10	39.327	37.779555	-122.237925	.435	ML	4	23rd Ave	E33FE	L4-N-33-880-02910		
400683	92	E	4	81	25338	13.93	14.656	37.56726	-122.269207	.685	ML	3	Foster City Blvd	DT037	L3-E-35-092-01393		
400685	880	N	4	1	33000	17.48	27.707	37.654859	-122.100333	.355	ML	5	Winton Ave	DT670	L5-N-33-880-01748		
400686	880	S	4	1	26000	10.32	20.547	37.563681	-122.038765	.465	ML	4	SB Route 84 (Decoto Rd.)	E33CD	L4-S-33-880-01032		
400687	237	W	4	85	77000	4.37	4.427	37.408459	-122.002706	1.05	ML	3	Lawrence Expressway	E37GZ	L3-W-37-237-00437		
400688	85	N	4	85	44112	11.16	11.336	37.259412	-121.966974	1.32	ML	4	Winchester Boulevard	E37DU	L4-N-37-085-01116		
400690	85	S	4	85	68000	6.22	6.22	37.255184	-121.876817	.935	ML	3	Almaden Expressway	E37DL	L3-S-37-085-00622		
400691	80	W	4	1	6000	4.82	10.13	37.852603	-122.299937	.24	ML	5	Ashby Ave		L5-W-33-080-00482		
400692	580	E	4	1	53000	40.11	56.34	37.786914	-122.196329	1.316	ML	4	High St	DT105	L4-E-33-580-04011		
400696	680	S	4	13	68378	2.23	33.647	37.751639	-121.960097	.29	ML	4	Montevideo Rd	DT499	L4-S-28-680-00223		
400698	880	S	4	1	26000	4.03	14.257	37.500427	-121.958791	.67	ML	4	Truck Scales (Fremont)	DT924	L4-S-33-880-00403		
400699	80	E	4	95	81666	3.40	30.885	38.108294	-122.229556	1.855	ML	3	Tennessee St	DT060	L3-E-23-080-00340		
400700	85	S	4	85		9.43	9.43	37.251345	-121.934089	.485	ML	3	Union Avenue	E37EP	L3-S-37-085-00943		
400703	280	N	4	81	73262	23.00	45.54	37.650243	-122.452302	.975	ML	4	WB Westborough Blvd	DT493	L4-N-35-280-02300		
400704	4	W	4	13		13.78	13.619	38.001602	-122.05117	.875	ML	2	Solano Way	DT161	L2-W-28-004-01378		
400707	80	W	4	13	33308	10.04	23.386	38.014974	-122.269496	.475	ML	4	WB SR-4	DT020	L4-W-28-080-01004		
400709	880	S	4	85	68000	1.94	1.94	37.341275	-121.927699	.41	ML	3	NB SR-82	E37S5	l3-S-37-880-00194		
400712	680	N	4	13	17988	8.81	40.202	37.83533	-122.009544	.24	ML	4	El Pintado Rd	DT525	L4-N-28-680-00881		
400713	85	N	4	85		9.43	9.43	37.251585	-121.934046	.595	ML	3	Union Avenue	E37EP	L3-N-37-085-00943		
400714	280	N	4	85	68000	4.76	6.142	37.316788	-121.953512	.375	ML	4	Winchester Bloulevard	E37GO	l4-N-37-280-00476		
400715	17	N	4	85	44112	9.40	21.953	37.256205	-121.955355	.245	ML	2	SB 85 To NB 17	E37EF	L2-N-37-017-00940		
400716	880	N	4	1	26000	9.03	19.257	37.54901	-122.02445	.535	ML	4	Thornton Ave.	E33FR	L4-N-33-880-00903		
400717	85	S	4	85	68000	8.23	8.23	37.250424	-121.912467	.565	ML	4	Camden Avenue	E37EC	L4-S-37-085-00823		
400723	880	S	4	85	68000	1.25	1.25	37.334296	-121.936706	.625	ML	3	Bascom Avenue	E37W3	l3-S-37-880-00125		
400726	280	N	4	85		12.90	14.282	37.341729	-122.091188	3.445	ML	4	Foothill Expy	DT199	L4-N-37-280-01290		
400727	101	S	4	41	52582	17.33	457.65	38.057889	-122.531097	.375	ML	4	Ignacio Blvd -Alameda Del Prado	DT559	L4-S-27-101-01733		
400728	80	E	4	1	6000	5.82	11.13	37.866567	-122.303586	.255	ML	5	University Ave		L5-E-33-080-00582		
400729	85	N	4	85	68000	0.10	.1	37.241625	-121.7675	.335	ML	1	NB 101 & Bernal Road:rm-n-fly/lo	E37DW	L1-N-37-085-00010		
400731	84	E	4	1	26000	1.31	31.37			.39	ML	3	End Dumbarton Bridge/Thornton Av	DT921	L3-E-33-084-00131		
400733	101	S	4	81	20970	1.18	403.404	37.462878	-122.145152	.501	ML	4	Sr 84/University Ave-1	DT040	L4-S-35-101-00118		
400734	580	W	4	13	60620	3.95	67.697	37.926527	-122.365224	1.07	ML	3	WB Cutting Blvd	DT122	L3-W-28-580-00395		
400736	24	E	4	13	54232	1.81	6.158	37.872735	-122.18927	.42	ML	5	Gateway Blvd	DT429	L5-E-28-024-00181		
400738	580	W	4	13	60620	4.45	68.197	37.927273	-122.37421	2.75	ML	3	Bellam Blvd	DT123	L3-W-28-580-00445		
400739	880	S	4	1	26000	4.78	15.007	37.507992	-121.968393	.76	ML	4	Auto Mall Pkwy(Durham)	E33GW	L4-S-33-880-00478		
400740	880	S	4	1	53000	25.28	35.507	37.738012	-122.19424	.53	ML	4	SB Hegenberger	E33ET	L4-S-33-880-02528		
400741	680	S	4	13	17988	6.31	37.727	37.805372	-121.990474	.448	ML	4	Sycamore Valley Rd	DT253	L4-S-28-680-00631		
400742	101	S	4	85	68000	28.44	377.748	37.25555	-121.793969	1.866	ML	4	NB SR-82 (Wb)	E37CW	L4-S-37-101-02844		
400743	101	S	4	85	77000	45.72	395.394	37.398989	-122.028373	.195	ML	4	Mathilda Avenue	E37GJ	L4-S-37-101-04572		
400744	101	S	4	81	8310	24.81	427.034	37.689976	-122.390983	.77	ML	4	Sierra Pt Pkwy/ Marina Blvd	DT300	L4-S-35-101-02481		
400745	4	E	4	13		13.78	13.619	38.001327	-122.051026	.87	ML	2	Solano Way	DT161	L2-E-28-004-01378		
400747	24	W	4	13	54232	3.39	7.738	37.891089	-122.172893	.345	ML	5	St Stephens Dr	DT435	L5-W-28-024-00339		
400748	24	E	4	13		8.48	12.828	37.89729	-122.081421	1.354	ML	6	NB I-680/Mt Diablo	DT458	L6-E-28-024-00848		
400749	680	S	4	13	83346	12.09	43.482	37.872684	-122.043391	.15	ML	4	Livorna Rd	DT268	L4-S-28-680-01209		
400750	85	N	4	85	68000	7.97	7.97	37.250746	-121.907763	.945	ML	3	Camden Avenue	E37EB	L3-N-37-085-00797		
400754	85	S	4	85	68000	4.04	4.04	37.25151	-121.838854	.535	ML	3	Blossom Hill Road	E37ER	L3-S-37-085-00404		
400755	80	W	4	13	60620	0.91	14.256	37.909536	-122.316706	.305	ML	4	Carlson Blvd Off/On-1	DT112	L4-W-28-080-00091		
400756	680	S	4	13		24.25	55.95	38.024623	-122.109998	1.25	ML	3	Marina Vista Blvd	DT178	L3-N-28-680-02425		
400758	84	E	4	1	50916	5.76	35.82			2.6	ML	3	Newark Blvd/I-880 -3	DT019	L3-E-33-084-00576		
400759	84	E	4	1	50916	3.91	33.97			.85	ML	3	Thornton Ave	DT016	L3-E-33-084-00391		
400760	101	N	4	85	68000	40.10	389.737	37.374628	-121.931055	.53	ML	4	Guadalupe Pkwy/Route 87	DTB04	L4-N-37-101-04010		
400761	880	N	4	1	26000	7.13	17.357	37.529397	-122.001271	.495	ML	4	EB Mowry Ave.	E33GJ	L4-N-33-880-00713		
400763	101	S	4	81		20.64	422.864	37.63503	-122.403511	.13	ML	4	San Bruno Ave (South San Francis	DT903	L4-S-35-101-02064		
400765	880	N	4	1	53000	33.80	44.027	37.811809	-122.303409	.825	ML	4	7th St	DT630	L4-N-33-880-03380		
400766	101	S	4	81	73262	21.35	423.574	37.645048	-122.406433	.505	ML	4	S Airport Blvd	DT296	L4-S-35-101-02135		
400767	680	S	4	13	17988	7.30	38.692	37.818938	-121.993435	.36	ML	5	Sycamore Valley Rd	DT255	L5-S-28-680-00730		
400768	101	N	4	41	52582	18.62	459.144	38.074507	-122.541273	.405	ML	5	Ignacio Blvd	DT564	L5-N-27-101-01862		
400769	84	W	4	1	26000	0.89	30.95			1.06	ML	3	Toll Plaza/Begin Dumb.Br.-4	DT922	L3-W-33-084-00089		
400770	80	E	4	13	60620	4.30	17.646	37.955597	-122.329563	.165	ML	4	San Pablo Dam Rd Off On-1	DT168	L4-E-28-080-00430		
400772	85	S	4	85	68000	9.10	9.1	37.250448	-121.928226	.6	ML	3	Union Avenue	E37EE	L3-S-37-085-00910		
400774	680	N	4	13	83346	12.72	44.221	37.881626	-122.050749	.434	ML	5	Rudgear Rd	DT540	L5-N-28-680-01272		
400776	101	S	4	81	20970	1.97	404.194	37.469698	-122.156754	.633	ML	4	SB Willow Rd/SR-84	DT043	L4-S-35-101-00197		
400777	680	N	4	13	57764	19.90	51.6	37.976661	-122.064214	.335	ML	4	Burnett Ave	DT915	L4-N-28-680-01990		
400778	880	S	4	1	26000	6.29	16.517	37.522762	-121.98845	.505	ML	4	Stevenson Blvd.	E33GX	L4-S-33-880-00629		
400780	880	N	4	1	33000	16.94	27.167	37.647899	-122.095859	.33	ML	4	Route 92 EB (Coll) /WB (Diag)	DT763	L4-N-33-880-01694		
400781	101	S	4	81	73262	23.53	425.754	37.672034	-122.391057	.965	ML	4	Sierra Pt Pkwy/Marina Blvd -Old	DT299	L4-S-35-101-02353		
400783	101	S	4	81	46870	3.20	405.424	37.480254	-122.174886	.775	ML	4	Marsh Rd	DT046	L4-S-35-101-00320		
400784	101	S	4	81		19.45	421.674	37.618053	-122.399121	.13	ML	5	I-380 To Airport Blvd	DT290	L5-S-35-101-01945		
400785	680	N	4	13		11.94	43.332	37.870941	-122.041772	.145	ML	4	Rudgear  Rd	DT536	L4-N-28-680-01194		
400788	880	N	4	1	68084	20.82	31.047	37.691415	-122.138842	.855	ML	4	Washington	DT698	L4-N-33-880-02082		
400790	101	N	4	85	77000	43.98	393.617	37.391922	-121.998077	.585	ML	5	Lawrence Expressway	DT955	L5-N-37-101-04398		
400791	680	S	4	85	47766	9.61	9.61	37.46053	-121.901055	2.89	ML	3	Scott Creek Rd	DT200	L3-S-37-680-00961		
400792	85	S	4	85	68000	10.47	10.646	37.255491	-121.955543	.383	ML	3	Bascom Avenue	E37EM	L3-S-37-085-01047		
400793	880	S	4	1	53000	25.27	35.497	37.737894	-122.194137	.265	ML	4	NB Hegenberger	E33EU	L4-S-33-880-02527		
400794	101	S	4	85	77000	43.72	393.394	37.390422	-121.993716	.51	ML	5	Lawrence Expressway	DT952	L5-S-37-101-04372		
400799	280	N	4	85	68000	1.59	1.59	37.327927	-121.876137	.645	ML	4	10th Street	DT599	L4-N-37-280-00159		
400800	24	W	4	13	39122	4.44	8.788	37.892206	-122.154409	.195	ML	5	Acalanes/Nido	DT439	L5-W-28-024-00444		
400801	680	N	4	13	83346	14.27	45.771	37.897107	-122.070775	.415	ML	4	WB SR-24	DT554	L4-N-28-680-01427		
400803	80	W	4	1	6000	4.61	9.92	37.849658	-122.299219	.41	ML	5	Ashby Ave		L5-W-33-080-00461		
400804	101	N	4	85	68000	34.56	384.193	37.336089	-121.848437	.31	ML	4	Story Rd / SB 280 Loop	E37P4	l4-N-37-101-03456		
400805	680	N	4	95	23182	11.56	69.683	38.204585	-122.137889	1.672	ML	2	Gold Hill Rd	TV811	L2-N-23-680-01156		
400807	280	S	4	85		12.90	14.282	37.341455	-122.091236	3.445	ML	4	Magdalena Ave/Foothillexpy-1	DT199	L4-S-37-280-01290		
400808	80	E	4	1	6000	4.60	9.91	37.849265	-122.298899	.41	ML	5	Ashby Ave		L5-E-33-080-00460		
400809	84	W	4	1	50916	3.91	33.97			.85	ML	3	Paseo Padre Pkwy	DT016	L3-W-33-084-00391		
400810	880	S	4	1	26000	8.68	18.907	37.544559	-122.021402	.785	ML	4	Thornton Ave.	E33EC	L4-S-33-880-00868		
400814	680	N	4	13	83346	15.82	47.321	37.918374	-122.063152	.295	ML	5	NB N. Main St	DT824	L5-N-28-680-01582		
400815	580	W	4	1	53000	45.56	61.493	37.825941	-122.275114	.999	ML	6	EB I-980	DT342	L6-W-33-580-04556		
400816	580	W	4	1	57792	18.67	34.702	37.701684	-121.885255	.12	ML	4	Hacienda Dr: rm-w-loop(inactive)	DT622	L4-W-33-580-01867		
400818	680	S	4	1	20018	21.47	31.008	37.718377	-121.936271	.285	ML	5	Alcosta Blvd/I 580 - 1	DT155	L5-S-33-680-02147		
400819	80	W	4	13	60620	1.54	14.886	37.918568	-122.317539	.44	ML	4	Cutting Blvd/Potrero Ave-1	DT462	L4-W-28-080-00154		
400822	85	N	4	85	68000	10.47	10.646	37.255715	-121.955375	.383	ML	3	Bascom Avenue	E37EM	L3-N-37-085-01047		
400823	280	N	4	85	17610	9.60	10.982	37.334457	-122.035326	1.295	ML	4	De Anza Boulevard	DT002	L4-N-37-280-00960		
400828	85	S	4	85	68000	15.67	15.846	37.298804	-122.030071	.515	ML	3	De Anza Boulevard	E37DP	L3-S-37-085-01567		
400829	80	E	4	95	81666	1.09	28.575	38.075421	-122.231255	1.405	ML	3	NB SR-29	DT055	L3-E-23-080-00109		
400832	17	S	4	85	44112	9.27	21.823	37.254601	-121.956775	1.105	ML	3	SB 85 To SB 17	E37DM	L3-S-37-017-00927		
400835	880	S	4	1	53000	30.96	41.187	37.794062	-122.264744	.78	ML	4	Oak St.	DT766	L4-S-33-880-03096		
400837	87	S	4	85	68000	3.54	3.54	37.303418	-121.878248	.645	ML	2	Almaden Expressway	E37BU	L2-S-37-087-00354		
400838	80	E	4	13	57288	6.89	20.236	37.988496	-122.312983	.36	ML	5	SB Richmond Parkway	DT172	L5-E-28-080-00689		
400839	880	S	4	1	26000	11.59	21.817	37.580027	-122.048801	.29	ML	4	Alvarado-Fremont Blvd.	E33HA	L4-S-33-880-01159		
400841	84	W	4	1	26000	1.67	31.73			.4	ML	3	Toll Plaza/Begin Dumb.Br.-2	DT330	L3-W-33-084-00167		
400842	87	S	4	85	68000	0.45	.45	37.26205	-121.859133	.615	ML	2	Santa Teresa Blvd	E37CC	L2-S-37-087-00045		
400844	880	N	4	1	53000	34.80	45.027	37.822794	-122.291843	.55	ML	2	Grand Ave	DT331	L2-N-33-880-03480		
400849	87	S	4	85	68000	3.07	3.07	37.297388	-121.874289	.335	ML	1	Curtner Avenue	E37BY	L1-S-37-087-00307		
400852	680	S	4	13	17988	8.81	40.202	37.835136	-122.009773	.24	ML	4	Stone Valley Rd	DT525	L4-S-28-680-00881		
400853	880	S	4	1	81204	13.10	23.327	37.5997	-122.061725	.3	ML	4	Alvarado-Niles Road	E33HC	L4-S-33-880-01310		
400854	4	W	4	13		18.81	18.649	38.022898	-121.964725	.565	ML	3	Bay Pointe Rd.	DT866	L3-W-28-004-01881		
400858	101	N	4	85		30.05	379.683	37.281279	-121.807832	1.841	ML	4	Hellyer Avenue	E37CV	L4-N-37-101-03005		
400859	101	N	4	81	20970	1.18	403.367	37.463019	-122.145022	1.135	ML	4	University Ave	DT040	L4-N-35-101-00118		
400861	92	E	4	81	68252	11.17	11.896	37.549901	-122.312556	.47	ML	2	SB Rte 82	DT033	L2-E-35-092-01117		
400862	580	E	4	13	60620	0.28	64.005	37.900628	-122.314601	.225	ML	3	Bayview Ave/Central Ave-1	DT116	L3-E-28-580-00028		
400863	101	N	4	85	68000	39.28	388.917	37.371809	-121.91655	.52	ML	4	North First Street	E37A5	L4-N-37-101-03928		
400865	80	E	4	13	57288	7.61	20.956	37.99336	-122.301718	.165	ML	4	Appian Way	DT872	L4-E-28-080-00761		
400867	580	W	4	13	60620	1.98	65.727	37.919482	-122.331673	.281	ML	3	Lane Drop	DT119	L3-W-28-580-00198		
400868	101	N	4	75	67000	3.30	431.594	37.7536	-122.402898	.5	ML	4	25th St	DT232	L4-N-34-101-00330		
400869	85	S	4	85	49670	23.48	23.656	37.403673	-122.069953	1.074	ML	3	Moffett Boulevard	E37FY	L3-S-37-085-02348		
400870	680	N	4	85	47766	9.61	9.61	37.460573	-121.900687	2.89	ML	3	Jacklin Rd	DT200	L3-N-37-680-00961		
400873	237	E	4	85	68000	8.17	8.222	37.420927	-121.93674	2.57	ML	3	Zanker Road	E37EG	L3-E-37-237-00817		
400878	24	W	4	13	39122	6.84	11.188	37.895657	-122.111891	.335	ML	5	Pleasant Hill/ Deer Hill-1	DT450	L5-W-28-024-00684		
400880	680	N	4	13	68378	2.23	33.647	37.751697	-121.959796	.29	ML	4	Montevideo Rd	DT499	L4-N-28-680-00223		
400883	680	S	4	13	83346	16.05	47.551	37.921536	-122.061952	.245	ML	6	N Main St -Treat Blvd/Weigh Sta.	DT548	L6-S-28-680-01605		
400884	101	S	4	81	68252	11.62	413.844	37.550027	-122.293152	.15	ML	5	Lane Drop	DT141	L5-S-35-101-01162		
400886	101	S	4	81	73262	20.79	423.014	37.63711	-122.404362	.355	ML	4	I-380	DT295	L4-S-35-101-02079		
400891	101	S	4	85	68000	31.30	380.97	37.29855	-121.812553	1.07	ML	4	Capitol Expressway	E37CN	L4-S-37-101-03130		
400892	580	E	4	1	57792	19.87	36.054	37.701571	-121.907167	.205	ML	4	Hopyard Rd.	E33CG	L4-E-33-580-01987		
400893	580	W	4	13	60620	0.28	64.075	37.900654	-122.314366	.295	ML	3	Central Ave	DT116	L3-W-28-580-00028		
400894	85	S	4	85	68000	2.00	2	37.242723	-121.804466	1.03	ML	3	Cottle Road	E37DE	L3-S-37-085-00200		
400895	101	S	4	85	68000	41.79	391.464	37.380958	-121.960741	.56	ML	4	San Tomas Expressway	E37V0	L4-S-37-101-04179		
400898	880	N	4	1	33000	18.03	28.257	37.661989	-122.104729	.33	ML	5	Winton Ave	DT395	L5-N-33-880-01803		
400902	80	E	4	13	57288	7.62	20.966	37.993386	-122.301536	.43	ML	4	Appian Way	DT873	L4-E-28-080-00762		
400904	101	S	4	85	77000	44.70	394.374	37.395067	-122.010518	.92	ML	4	Fair Oaks Avenue	E37GX	L4-S-37-101-04470		
400905	92	W	4	81	68252	11.17	11.896	37.549976	-122.312643	.47	ML	2	SB Rte 82	DT033	L2-W-35-092-01117		
400907	85	S	4	85	44112	10.88	11.056	37.257815	-121.96237	.345	ML	3	SB 17& NB 17 To NB 85	E37DY	L3-S-37-085-01088		
400910	101	S	4	85		30.71	380.38	37.290532	-121.80987	.575	ML	4	Capitol Expwy	E37CM	L4-S-37-101-03071		
400911	101	N	4	85	68000	39.59	389.227	37.372674	-121.922087	.4	ML	4	Brokaw Road	E37P9	L4-N-37-101-03959		
400916	87	N	4	85	68000	4.90	4.9	37.32045	-121.890147	.28	ML	3	SB 280 To SB 87	E37DH	L3-N-37-087-00490		
400922	101	S	4	85	68000	38.17	387.844	37.363644	-121.899535	.37	ML	5	NB 880 To SB 101	DT717	L5-S-37-101-03817		
400923	880	N	4	1	53000	34.90	45.127	37.824153	-122.291162	.15	ML	4	7th St	DT357	L4-N-33-880-03490		
400928	880	N	4	1	33000	14.95	25.177	37.62282	-122.077983	.425	ML	5	Industrial Pkwy	DT388	L5-N-33-880-01495		
400929	80	W	4	13	57288	7.29	20.636	37.992208	-122.307463	.355	ML	4	Appian Way	DT468	L4-W-28-080-00729		
400930	680	S	4	13	57764	20.00	51.7	37.977984	-122.065021	.2	ML	3	Concord Ave	DT335	L3-S-28-680-02000		
400933	680	N	4	13		11.40	42.792	37.864341	-122.036569	.29	ML	4	Livorna Rd	DT534	L4-N-28-680-01140		
400934	85	S	4	85	68000	10.29	10.29	37.254002	-121.949365	.288	ML	3	SB 17& NB 17 To SB 85	E37DX	L3-S-37-085-01029		
400941	880	S	4	1	26000	3.24	13.467	37.492551	-121.948549	.49	ML	4	Fremont Blvd.	E33GU	L4-S-33-880-00324		
400942	880	S	4	1	68084	22.72	32.947	37.709334	-122.165111	.35	ML	4	Marina Blvd.	E33EH	L4-S-33-880-02272		
400944	24	E	4	13		0.59	4.938	37.863419	-122.20897	.818	ML	4	Fish Ranch Rd	DT426	L4-E-28-024-00059		
400946	24	E	4	13	39122	8.18	12.528	37.89776	-122.086814	.285	ML	5	Pleasant Hill	DT456	L5-E-28-024-00818		
400948	580	E	4	1	53000	41.51	57.588	37.79841	-122.216924	1	ML	4	Coolidge Ave	DT106	L4-W-33-580-04151		
400949	880	N	4	1	53000	26.84	37.067	37.756731	-122.210399	.965	ML	4	66th Ave	DT720	L4-N-33-880-02684		
400950	580	W	4	1	53000	43.36	59.293	37.809255	-122.244378	.47	ML	4	Lakeshore Ave	DT109	L4-W-33-580-04336		
400951	880	N	4	85		0.57	.57	37.325584	-121.940683	.95	ML	3	SB I-280	E37JJ	l3-N-37-880-00057		
400952	85	N	4	85	70280	13.93	14.106	37.279234	-122.01035	.755	ML	3	Saratoga Avenue	E37DT	L3-N-37-085-01393		
400953	280	N	4	85	68000	1.85	1.85	37.327241	-121.88076	.23	ML	4	4th Street	DT208	L4-N-37-280-00185		
400954	680	S	4	13		24.25	55.95	38.024575	-122.110237	.4	ML	3	Marina Vista	DT178	L3-S-28-680-02425		
400955	880	N	4	1	53000	24.84	35.067	37.732945	-122.189517	.43	ML	5	98th Ave.	E33ER	L5-N-33-880-02484		
400956	880	S	4	1	53000	26.33	36.557	37.750611	-122.205291	1.125	ML	4	Oakport/66th Ave.	DT721	L4-S-33-880-02633		
400958	680	S	4	13	17988	4.71	36.127	37.78416	-121.979058	.335	ML	4	Sycamore Valley Rd	DT510	L4-S-28-680-00471		
400961	680	S	4	95		3.03	61.192	38.08841	-122.109902	1.8	ML	2	Parish Rd	DT846	L2-S-23-680-00303		
400962	101	N	4	41		17.79	458.314	38.06368	-122.534971	.455	ML	4	Ignacio Blvd	DT560	L4-N-27-101-01779		
400963	85	S	4	85	68000	1.74	1.74	37.241254	-121.798377	1.87	ML	3	Cottle Road	E37CF	L3-S-37-085-00174		
400964	101	N	4	85	68000	40.65	390.287	37.376685	-121.94075	.355	ML	3	De La Cruz Boulevard	DT672	l3-N-37-101-04065		
400965	101	N	4	85	68000	37.84	387.477	37.363311	-121.893592	1.022	ML	4	Oakland Road	E37FV	L4-N-37-101-03784		
400966	84	E	4	1	26000	3.09	33.15			.545	ML	3	Toll Plaza	DT817	L3-E-33-084-00309		
400970	237	E	4	85	77000	4.75	4.807	37.409755	-121.995933	3.215	ML	3	Lawrence Expressway	E37EY	L3-E-37-237-00475		
400971	880	S	4	85	68000	4.39	4.39	37.368669	-121.901336	1.795	ML	3	Old Bayshore Highway	DT072	L3-S-37-880-00439		
400972	680	N	4	13	17988	6.87	38.262	37.812878	-121.993112	.482	ML	4	Sycamore Valley Rd	DT517	L4-N-28-680-00687		
400973	237	E	4	85	69084	6.18	6.237	37.417801	-121.972288	.973	ML	3	Great America Parkway	E37EZ	L3-E-37-237-00618		
400975	101	N	4	81		19.05	421.237	37.612975	-122.395781	.275	ML	5	Lane Add	DT287	L5-N-35-101-01905		
400976	80	E	4	13	60620	6.57	19.916	37.984379	-122.315577	.31	ML	4	SB Fitzgerald Dr.	DT170	L4-E-28-080-00657		
400977	101	S	4	81		19.63	421.854	37.620575	-122.399975	.195	ML	4	WB I-380	DT291	L4-S-35-101-01963		
400978	101	S	4	85		30.15	379.82	37.282486	-121.808807	1.316	ML	4	Hellyer Avenue	E37CK	L4-S-37-101-03015		
400980	880	N	4	1	53000	31.42	41.647	37.797439	-122.271974	1.025	ML	4	Jackson St.	DT406	L4-N-33-880-03142		
400983	880	N	4	1	53000	29.75	39.977	37.786336	-122.245364	1.16	ML	3	WB 23rd Ave	DT587	L3-N-33-880-02975		
400986	580	E	4	1	57792	17.70	33.884	37.701309	-121.86757	1.27	ML	4	NB Santa Rita Rd	DT659	L4-E-33-580-01770		
400988	680	N	4	13	68378	4.71	36.127	37.784242	-121.978779	.305	ML	4	WB Crow Canyon Rd	DT510	L4-N-28-680-00471		
400989	24	W	4	13	54232	1.11	5.458	37.867462	-122.200125	.61	ML	4	Gateway Blvd	DT427	L4-W-28-024-00111		
400991	101	S	4	81		19.25	421.474	37.615306	-122.39797	.135	ML	6	I-380 To Airport Blvd -S.F. Airp	DT288	l6-S-35-101-01925		
400993	4	W	4	13		17.12	16.959	38.015805	-121.993125	.36	ML	3	Willow Pass Rd.	DT864	L3-W-28-004-01712		
400995	87	S	4	85	68000	4.36	4.36	37.3134	-121.88638	.58	ML	2	Lelong Anenue	E37ED	L2-S-37-087-00436		
400996	101	N	4	85	68000	35.84	385.473	37.350928	-121.862378	.51	ML	4	Alum Rock Av /Route 130	E37P6	L4-N-37-101-03584		
400999	4	W	4	13		17.49	17.329	38.018917	-121.987525	.365	ML	4	Willow Pass Rd On/Off-2	DT422	L4-W-28-004-01749		
401002	24	E	4	13	39122	7.91	12.258	37.897666	-122.09174	.335	ML	5	Pleasant Hill	DT455	L5-E-28-024-00791		
401003	880	N	4	1	33000	17.82	28.047	37.659267	-122.103058	.275	ML	5	Winton Ave.	E33BY	L5-N-33-880-01782		
401005	80	E	4	13	60620	0.91	14.256	37.909564	-122.31655	.305	ML	4	Carlson Blvd	DT112	L4-E-28-080-00091		
401006	580	E	4	1	57792	19.74	35.924	37.701529	-121.904795	.51	ML	4	Hopyard Rd.	DT681	L4-E-33-580-01974		
401009	4	E	4	13		17.49	17.329	38.018499	-121.9875	.365	ML	4	Willow Pass Rd	DT422	L4-E-28-004-01749		
401010	92	E	4	81	68252	12.23	12.956	37.553334	-122.294311	.395	ML	4	NB 101	DT035	L4-E-35-092-01223		
401011	880	N	4	1	26000	10.28	20.507	37.563362	-122.038123	.295	ML	4	NB Route 84	E33GA	L4-N-33-880-01028		
401012	92	E	4	81	68252	9.33	10.056	37.53178	-122.3299	.935	ML	2	Hillsdale Blvd	DT031	L2-E-35-092-00933		
401014	237	W	4	85	68000	8.03	8.082	37.420505	-121.9392	.53	ML	3	Zanker Road	E37HC	L3-W-37-237-00803		
401015	580	W	4	1	53000	39.27	55.184	37.783815	-122.178637	.692	ML	4	NB SR-13	DT102	L4-W-33-580-03927		
401016	280	N	4	81	73262	22.60	45.14	37.645184	-122.448868	.478	ML	4	Avalon Dr	DT465	L4-N-35-280-02260		
401017	580	W	4	1	53000	42.76	58.693	37.805197	-122.234712	.552	ML	4	Beaumont Ave/Park Blvd-1	DT108	L4-W-33-580-04276		
401018	280	S	4	75	67000	3.87	53.843	37.732647	-122.414119	1.54	ML	4	SB Us-101	DT010	L4-S-34-280-00387		
